POSTE;NOM;LON;LAT;ALT;DATE;RR;TN;TX;FXI;DXI;FXY;DXY;INST;ETPMON
76481001;OCTEVILLE;0.092;49.533;94;12/02/2020;0,4;4,8;8,5;15,7;260;11,1;260;;
76481001;OCTEVILLE;0.092;49.533;94;13/02/2020;11,5;3,7;9,8;27,5;260;18,2;260;;
76481001;OCTEVILLE;0.092;49.533;94;14/02/2020;0;7,8;11,8;13,1;270;9,1;260;;
76481001;OCTEVILLE;0.092;49.533;94;15/02/2020;5,6;9,1;13,6;20,6;210;11,6;210;;
76481001;OCTEVILLE;0.092;49.533;94;16/02/2020;4,2;7,3;15,3;26,8;240;15,8;230;;
76481001;OCTEVILLE;0.092;49.533;94;17/02/2020;4,2;6,5;10,3;22,6;280;14;260;;
76481001;OCTEVILLE;0.092;49.533;94;18/02/2020;4,8;4,7;9,9;23,8;250;15,3;260;;
76481001;OCTEVILLE;0.092;49.533;94;19/02/2020;0,4;6,6;9,1;16,4;290;12,7;320;;
76481001;OCTEVILLE;0.092;49.533;94;20/02/2020;3,8;6,4;11,6;24,7;270;14,7;270;;
76481001;OCTEVILLE;0.092;49.533;94;21/02/2020;0;5,1;9,9;13,2;270;9,2;280;;
76481001;OCTEVILLE;0.092;49.533;94;22/02/2020;0,2;6,4;10,9;14,7;250;10;250;;
76481001;OCTEVILLE;0.092;49.533;94;23/02/2020;2,6;9,6;11,7;21,1;260;14,8;260;;
76481001;OCTEVILLE;0.092;49.533;94;24/02/2020;3;8,7;11,9;18,6;220;12;240;;
76481001;OCTEVILLE;0.092;49.533;94;25/02/2020;2,6;5,3;9,4;25,8;300;17;290;;
76481001;OCTEVILLE;0.092;49.533;94;26/02/2020;7,3;3,4;8;32,2;320;15,8;320;;
76481001;OCTEVILLE;0.092;49.533;94;27/02/2020;3,6;3,9;9,4;23,7;350;17;350;;
76481001;OCTEVILLE;0.092;49.533;94;28/02/2020;1,4;4,2;11,2;16,4;230;10,3;220;;
76481001;OCTEVILLE;0.092;49.533;94;29/02/2020;4,8;4;11;24;290;16,1;260;;
76481001;OCTEVILLE;0.092;49.533;94;01/03/2020;1,4;5;8,4;19,8;240;12,6;240;;
76481001;OCTEVILLE;0.092;49.533;94;02/03/2020;1,8;5,7;8,4;18,3;300;11,4;290;;
76481001;OCTEVILLE;0.092;49.533;94;03/03/2020;0;4,1;8,7;13,3;250;9,4;250;;
